app_category,reviews_count,free_paid,age_rating,year,month,day,weekday,quarter,is_weekend,is_month_start,is_month_end,week_of_year,is_holiday_season,is_holiday,holiday_name,min_base_os_version,is_wear_os,is_version_range,app_name
ART_AND_DESIGN,"10,000+",Free,Everyone,2018,4,25,2,2,False,False,False,17,False,False,Not Holiday,3.0,False,False,Harley Quinn wallpapers HD
ART_AND_DESIGN,"500,000+",Free,Everyone,2017,10,11,2,4,False,False,False,41,False,False,Not Holiday,4.0,False,False,Colorfit - Drawing & Coloring
ART_AND_DESIGN,"100,000+",Free,Everyone,2018,3,21,2,1,False,False,False,12,False,False,Not Holiday,4.0,False,False,Animated Photo Editor
ART_AND_DESIGN,"10,000+",Free,Everyone,2018,7,12,3,3,False,False,False,28,False,False,Not Holiday,2.3,False,False,Pencil Sketch Drawing
ART_AND_DESIGN,"100,000+",Free,Everyone,2017,8,22,1,3,False,False,False,34,False,False,Not Holiday,2.3,False,False,Easy Realistic Drawing Tutorial
ART_AND_DESIGN,"100,000+",Free,Everyone,2018,7,12,3,3,False,False,False,28,False,False,Not Holiday,4.0,False,False,Pink Silver Bow Keyboard Theme
ART_AND_DESIGN,"100,000+",Free,Everyone,2018,1,6,5,1,True,False,False,1,False,False,Not Holiday,4.1,False,False,Easy Origami Ideas
ART_AND_DESIGN,"100,000+",Free,Everyone,2018,7,11,2,3,False,False,False,28,False,False,Not Holiday,4.1,False,False,How to draw Ladybug and Cat Noir
ART_AND_DESIGN,"500,000+",Free,Everyone,2018,3,31,5,1,True,False,True,13,False,False,Not Holiday,4.0,False,False,How To Color Disney Princess - Coloring Pages
ART_AND_DESIGN,"100,000+",Free,Everyone,2018,4,2,0,2,False,False,False,14,False,False,Not Holiday,4.0,False,False,Sad Poetry Photo Frames 2018
ART_AND_DESIGN,"100,000+",Free,Everyone,2018,4,15,6,2,True,False,False,15,False,False,Not Holiday,4.1,False,False,Paint Splash!
ART_AND_DESIGN,"10,000+",Free,Everyone,2018,1,3,2,1,False,False,False,1,False,False,Not Holiday,4.1,False,False,Popsicle Sticks and Similar DIY Craft Ideas
ART_AND_DESIGN,"10,000,000+",Free,Everyone,2018,7,31,1,3,False,False,True,31,False,False,Not Holiday,4.1,False,False,"Canva: Poster, banner, card maker & graphic design"
ART_AND_DESIGN,"100,000+",Free,Everyone,2017,11,14,1,4,False,False,False,46,True,False,Not Holiday,4.1,False,False,Install images with music to make video without Net - 2018
AUTO_AND_VEHICLES,"100,000+",Free,Everyone,2018,5,10,3,2,False,False,False,19,False,False,Not Holiday,4.0,False,False,Monster Truck Stunt 3D 2019
AUTO_AND_VEHICLES,"1,000,000+",Free,Everyone,2018,7,26,3,3,False,False,False,30,False,False,Not Holiday,4.1,False,False,Real Tractor Farming
AUTO_AND_VEHICLES,"100,000+",Free,Everyone,2018,7,26,3,3,False,False,False,30,False,False,Not Holiday,4.1,False,False,American Muscle Car Race
AUTO_AND_VEHICLES,"100,000+",Free,Everyone,2018,7,31,1,3,False,False,True,31,False,False,Not Holiday,4.1,False,False,Offroad Oil Tanker Driver Transport Truck 2019
AUTO_AND_VEHICLES,"100,000+",Free,Everyone,2018,7,18,2,3,False,False,False,29,False,False,Not Holiday,4.0,False,False,Tickets SDA 2018 and Exam from the State Traffic Safety Inspectorate with Drom.ru
AUTO_AND_VEHICLES,"50,000+",Free,Everyone,2018,7,29,6,3,True,False,False,30,False,False,Not Holiday,4.4,False,False,Gas Prices (Germany only)
AUTO_AND_VEHICLES,"100,000+",Free,Everyone,2018,7,26,3,3,False,False,False,30,False,False,Not Holiday,4.1,False,False,Extreme Rally Championship
AUTO_AND_VEHICLES,"100,000+",Free,Everyone,2014,8,26,1,3,False,False,False,35,False,False,Not Holiday,2.2,False,False,Restart Navigator
AUTO_AND_VEHICLES,"10,000+",Free,Everyone,2018,7,8,6,3,True,False,False,27,False,False,Not Holiday,4.0,False,False,CityBus Lviv
AUTO_AND_VEHICLES,"100,000+",Free,Everyone,2018,7,3,1,3,False,False,False,27,False,False,Not Holiday,4.2,False,False,CDL Practice Test 2018 Edition
AUTO_AND_VEHICLES,"1,000,000+",Free,Everyone,2018,7,28,5,3,True,False,False,30,False,False,Not Holiday,4.1,False,False,"ezETC (ETC balance inquiry, meter trial, real-time traffic)"
AUTO_AND_VEHICLES,"100,000+",Free,Everyone,2018,6,12,1,2,False,False,False,24,False,False,Not Holiday,4.0,False,False,Free VIN Report for Used Cars
AUTO_AND_VEHICLES,"100,000+",Free,Everyone,2018,7,3,1,3,False,False,False,27,False,False,Not Holiday,4.2,False,False,DMV Permit Practice Test 2018 Edition
AUTO_AND_VEHICLES,"10,000+",Free,Everyone,2018,7,30,0,3,False,False,False,31,False,False,Not Holiday,4.4,False,False,Check Vehicle Tax
AUTO_AND_VEHICLES,"5,000,000+",Free,Everyone,2018,7,16,0,3,False,False,False,29,False,False,Not Holiday,4.0,False,False,Used cars for sale - Trovit
AUTO_AND_VEHICLES,"5,000,000+",Free,Everyone,2018,8,2,3,3,False,False,False,31,False,False,Not Holiday,4.0,False,False,"Fines of the State Traffic Safety Inspectorate are official: inspection, payment of fines"
AUTO_AND_VEHICLES,"500,000+",Free,Everyone,2018,8,2,3,3,False,False,False,31,False,False,Not Holiday,4.2,False,False,SK Enca Direct Malls - Used Cars Search
AUTO_AND_VEHICLES,"10,000,000+",Free,Teen,2018,7,11,2,3,False,False,False,28,False,False,Not Holiday,5.0,False,False,"Android Auto - Maps, Media, Messaging & Voice"
AUTO_AND_VEHICLES,"50,000+",Free,Everyone,2018,6,14,3,2,False,False,False,24,False,False,Not Holiday,4.0,False,False,Super Cars Wallpapers And Backgrounds
AUTO_AND_VEHICLES,"100,000+",Free,Everyone,2018,6,8,4,2,False,False,False,23,False,False,Not Holiday,4.1,False,False,"Police Lights, Sirens & Follow Me"
AUTO_AND_VEHICLES,"100,000+",Free,Everyone,2018,3,27,1,1,False,False,False,13,False,False,Not Holiday,4.1,False,False,Best Car Wallpapers
AUTO_AND_VEHICLES,"1,000,000+",Free,Everyone,2018,7,15,6,3,True,False,False,28,False,False,Not Holiday,4.1,False,False,Tickets + PDA 2018 Exam
AUTO_AND_VEHICLES,"50,000+",Free,Everyone,2018,7,24,1,3,False,False,False,30,False,False,Not Holiday,6.0,False,False,Pick Your Part Garage
AUTO_AND_VEHICLES,"100,000+",Free,Everyone,2018,7,23,0,3,False,False,False,30,False,False,Not Holiday,4.0,False,False,Speed Camera Detector - Traffic & Speed Alert
AUTO_AND_VEHICLES,"1,000,000+",Free,Everyone,2018,7,23,0,3,False,False,False,30,False,False,Not Holiday,4.4,False,False,Used car search Goo net whole car Go to net
AUTO_AND_VEHICLES,"100,000+",Free,Everyone,2018,7,29,6,3,True,False,False,30,False,False,Not Holiday,2.3,False,False,BEST CAR SOUNDS
AUTO_AND_VEHICLES,"100,000+",Free,Everyone,2018,4,27,4,2,False,False,False,17,False,False,Not Holiday,4.0,False,False,RST - Sale of cars on the PCT
AUTO_AND_VEHICLES,"100,000+",Free,Everyone,2018,5,16,2,2,False,False,False,20,False,False,Not Holiday,4.1,False,False,SMS Park
AUTO_AND_VEHICLES,"1,000,000+",Free,Everyone,2018,7,31,1,3,False,False,True,31,False,False,Not Holiday,4.0,False,False,SKencar
AUTO_AND_VEHICLES,"500,000+",Free,Everyone,2018,6,2,5,2,True,False,False,22,False,False,Not Holiday,4.0,False,False,All of the parking lot - National Park application (parking lot search / parking sharing / discount payment)
BEAUTY,"500,000+",Free,Everyone,2018,8,2,3,3,False,False,False,31,False,False,Not Holiday,5.0,False,False,Hush - Beauty for Everyone
BEAUTY,"1,000,000+",Free,Everyone,2017,11,9,3,4,False,False,False,45,True,False,Not Holiday,4.1,False,False,"ipsy: Makeup, Beauty, and Tips"
BEAUTY,"500,000+",Free,Everyone,2018,7,12,3,3,False,False,False,28,False,False,Not Holiday,4.0,False,False,"BestCam Selfie-selfie, beauty camera, photo editor"
BEAUTY,"500,000+",Free,Everyone,2018,2,28,2,1,False,False,True,9,False,False,Not Holiday,4.1,False,False,Beauty Selfie Camera
BEAUTY,"1,000,000+",Free,Everyone,2018,5,10,3,2,False,False,False,19,False,False,Not Holiday,4.0,False,False,Filters for Selfie
BEAUTY,"50,000+",Free,Everyone,2018,6,21,3,2,False,False,False,25,False,False,Not Holiday,4.2,False,False,Tie - Always be happy
BEAUTY,"100,000+",Free,Everyone,2018,6,2,5,2,True,False,False,22,False,False,Not Holiday,4.0,False,False,Sweet Selfie Beauty Camera
BEAUTY,"10,000+",Free,Everyone,2018,7,26,3,3,False,False,False,30,False,False,Not Holiday,4.0,False,False,Colors of white in Urdu
BEAUTY,"10,000+",Free,Everyone,2018,4,9,0,2,False,False,False,15,False,False,Not Holiday,4.0,False,False,Eyes Makeup Beauty Tips
BEAUTY,"10,000+",Free,Everyone,2018,3,1,3,1,False,True,False,9,False,False,Not Holiday,4.0,False,False,Photo Editor 2018
BEAUTY,"10,000+",Free,Everyone,2018,4,5,3,2,False,False,False,14,False,False,Not Holiday,4.0,False,False,Step By Step Eyes Makeup Tutorial
BEAUTY,"1,000,000+",Free,Everyone,2017,11,21,1,4,False,False,False,47,True,False,Not Holiday,4.0,False,False,Mirror Camera (Mirror + Selfie Camera)
BEAUTY,"1,000,000+",Free,Everyone,2018,7,24,1,3,False,False,False,30,False,False,Not Holiday,5.0,False,False,"Sephora: Skin Care, Beauty Makeup & Fragrance Shop"
BEAUTY,"500,000+",Free,Everyone,2018,7,12,3,3,False,False,False,28,False,False,Not Holiday,4.0,False,False,"Sticker Camera - Selfie Filters, Beauty Camera"
BEAUTY,"500,000+",Free,Everyone,2018,5,14,0,2,False,False,False,20,False,False,Not Holiday,4.0,False,False,Filters for B Live
BEAUTY,"10,000+",Free,Everyone,2018,7,2,0,3,False,False,False,27,False,False,Not Holiday,4.1,False,False,Facial Wrinkle Reduction
BEAUTY,"5,000+",Free,Everyone,2018,6,7,3,2,False,False,False,23,False,False,Not Holiday,4.0,False,False,Makeup Videos
BEAUTY,"100,000+",Free,Everyone,2018,5,24,3,2,False,False,False,21,False,False,Not Holiday,4.0,False,False,Discover Color
BEAUTY,"5,000+",Free,Everyone,2018,6,1,4,2,False,True,False,22,False,False,Not Holiday,4.0,False,False,Eyeliner step by step 2018
BEAUTY,"100,000+",Free,Mature 17+,2017,3,1,2,1,False,True,False,9,False,False,Not Holiday,1.6,False,False,Dresses Ideas & Fashions +3000
BEAUTY,"10,000+",Free,Everyone,2018,4,5,3,2,False,False,False,14,False,False,Not Holiday,4.0,False,False,Step By Step Hairstyles For Women
BEAUTY,"1,000,000+",Free,Everyone,2018,7,30,0,3,False,False,False,31,False,False,Not Holiday,4.0,False,False,Rainbow Camera
BEAUTY,"50,000+",Free,Everyone,2017,8,7,0,3,False,False,False,32,False,False,Not Holiday,4.0,False,False,Methods of teeth whitening
BOOKS_AND_REFERENCE,"50,000+",Free,Everyone,2018,8,3,4,3,False,False,False,31,False,False,Not Holiday,4.4,False,False,E-Book Read - Read Book for free
BOOKS_AND_REFERENCE,"100,000+",Free,Everyone 10+,2017,7,31,0,3,False,False,True,31,False,False,Not Holiday,4.0,False,False,Download free book with green book
BOOKS_AND_REFERENCE,"100,000+",Free,Everyone,2018,3,27,1,1,False,False,False,13,False,False,Not Holiday,4.1,False,False,Free Panda Radio Music
BOOKS_AND_REFERENCE,"1,000,000+",Free,Teen,2018,6,6,2,2,False,False,False,23,False,False,Not Holiday,4.0,False,False,Book store
BOOKS_AND_REFERENCE,"500,000+",Free,Everyone,2018,1,21,6,1,True,False,False,3,False,False,Not Holiday,4.0,False,False,English Grammar Complete Handbook
BOOKS_AND_REFERENCE,"1,000,000+",Free,Teen,2018,8,1,2,3,False,True,False,31,False,False,Not Holiday,4.0,False,False,Free Books - Spirit Fanfiction and Stories
BOOKS_AND_REFERENCE,"5,000,000+",Free,Everyone,2018,5,27,6,2,True,False,False,21,False,False,Not Holiday,2.3,False,False,AlReader -any text book reader
BOOKS_AND_REFERENCE,"100,000+",Free,Everyone,2018,7,17,1,3,False,False,False,29,False,False,Not Holiday,4.0,False,False,Offline English Dictionary
BOOKS_AND_REFERENCE,"10,000,000+",Free,Everyone,2018,7,11,2,3,False,False,False,28,False,False,Not Holiday,4.1,False,False,Oxford Dictionary of English : Free
BOOKS_AND_REFERENCE,"1,000,000+",Free,Everyone,2018,7,20,4,3,False,False,False,29,False,False,Not Holiday,4.1,False,False,FamilySearch Tree
BOOKS_AND_REFERENCE,"1,000,000+",Free,Everyone,2018,4,27,4,2,False,False,False,17,False,False,Not Holiday,4.1,False,False,Cloud of Books
BOOKS_AND_REFERENCE,"500,000+",Free,Everyone,2018,5,17,3,2,False,False,False,20,False,False,Not Holiday,2.3,False,False,Recipes of Prophetic Medicine for free
BOOKS_AND_REFERENCE,"1,000,000+",Free,Everyone,2018,6,2,5,2,True,False,False,22,False,False,Not Holiday,4.1,False,False,ReadEra – free ebook reader
BOOKS_AND_REFERENCE,"5,000,000+",Free,Everyone,2018,6,25,0,2,False,False,False,26,False,False,Not Holiday,4.0,False,False,Ebook Reader
BOOKS_AND_REFERENCE,"5,000,000+",Free,Mature 17+,2018,6,29,4,2,False,False,False,26,False,False,Not Holiday,4.1,False,False,Read books online
BOOKS_AND_REFERENCE,"500,000+",Free,Everyone,2017,11,23,3,4,False,False,False,47,True,True,Thanksgiving Day,4.0,False,False,English to Urdu Dictionary
BOOKS_AND_REFERENCE,"1,000,000+",Free,Everyone,2018,6,20,2,2,False,False,False,25,False,False,Not Holiday,3.0,False,False,eBoox: book reader fb2 epub zip
BOOKS_AND_REFERENCE,"500,000+",Free,Everyone,2018,8,1,2,3,False,True,False,31,False,False,Not Holiday,4.0,False,False,English Persian Dictionary
BOOKS_AND_REFERENCE,"500,000+",Free,Mature 17+,2014,10,16,3,4,False,False,False,42,False,False,Not Holiday,2.1,False,False,Flybook
BOOKS_AND_REFERENCE,"1,000,000+",Free,Everyone,2018,7,11,2,3,False,False,False,28,False,False,Not Holiday,4.4,False,False,All Maths Formulas
BOOKS_AND_REFERENCE,"100,000+",Free,Everyone,2018,3,31,5,1,True,False,True,13,False,False,Not Holiday,4.0,False,False,English translation from Bengali
BOOKS_AND_REFERENCE,"100,000+",Free,Everyone,2018,5,28,0,2,False,False,False,22,False,True,Memorial Day,4.0,False,False,Pdf Book Download - Read Pdf Book
BOOKS_AND_REFERENCE,"500,000+",Free,Everyone,2018,6,16,5,2,True,False,False,24,False,False,Not Holiday,3.0,False,False,"Only 30 days in English, the guideline is guaranteed"
BOOKS_AND_REFERENCE,"1,000,000+",Free,Everyone,2018,7,19,3,3,False,False,False,29,False,False,Not Holiday,4.2,False,False,Golden Dictionary (EN-AR)
BOOKS_AND_REFERENCE,"1,000,000+",Free,Everyone,2018,7,29,6,3,True,False,False,30,False,False,Not Holiday,4.0,False,False,All Language Translator Free
BOOKS_AND_REFERENCE,"500,000+",Free,Everyone,2018,2,15,3,1,False,False,False,7,False,False,Not Holiday,2.2,False,False,Azpen eReader
BUSINESS,"1,000,000+",Free,Everyone,2018,7,19,3,3,False,False,False,29,False,False,Not Holiday,5.0,False,False,Job Search by ZipRecruiter
BUSINESS,"10,000,000+",Free,Everyone,2018,6,26,1,2,False,False,False,26,False,False,Not Holiday,4.1,False,False,Google Primer
BUSINESS,"5,000,000+",Free,Everyone,2018,7,31,1,3,False,False,True,31,False,False,Not Holiday,4.0,False,False,Alba Heaven - Alvarez Job Portal Services
BUSINESS,"1,000,000+",Free,Everyone,2016,4,13,2,2,False,False,False,15,False,False,Not Holiday,1.5,False,False,SuperLivePro
BUSINESS,"5,000,000+",Free,Everyone,2018,2,8,3,1,False,False,False,6,False,False,Not Holiday,4.1,False,False,Polaris Office for LG
BUSINESS,"5,000,000+",Free,Everyone,2018,6,21,3,2,False,False,False,25,False,False,Not Holiday,4.0,False,False,Call Blocker
BUSINESS,"1,000,000+",Free,Everyone,2018,7,18,2,3,False,False,False,29,False,False,Not Holiday,4.1,False,False,Kariyer.net
BUSINESS,"1,000,000+",Free,Everyone,2018,7,10,1,3,False,False,False,28,False,False,Not Holiday,4.1,False,False,Become a Job - Find a job or advertise
BUSINESS,"10,000,000+",Free,Everyone,2018,7,20,4,3,False,False,False,29,False,False,Not Holiday,4.0,False,False,ZOOM Cloud Meetings
BUSINESS,"5,000,000+",Free,Everyone,2018,8,2,3,3,False,False,False,31,False,False,Not Holiday,4.0,False,False,"IndiaMART: Search Products, Buy, Sell & Trade"
BUSINESS,"100,000+",Free,Everyone,2018,8,1,2,3,False,True,False,31,False,False,Not Holiday,4.1,False,False,ViettelPost express delivery
BUSINESS,"10,000,000+",Free,Everyone,2018,7,4,2,3,False,False,False,27,False,True,Independence Day,4.2,False,False,MyASUS - Service Center
BUSINESS,"1,000,000+",Free,Everyone,2018,7,27,4,3,False,False,False,30,False,False,Not Holiday,4.0,False,False,"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room"
BUSINESS,"1,000,000+",Free,Everyone,2018,3,26,0,1,False,False,False,13,False,False,Not Holiday,2.2,False,False,sABN
BUSINESS,"100,000+",Free,Everyone,2018,7,24,1,3,False,False,False,30,False,False,Not Holiday,4.0,False,False,ATI Cargoes and Transportation
BUSINESS,"50,000,000+",Free,Everyone,2018,1,31,2,1,False,False,True,5,False,False,Not Holiday,7.0,False,False,Secure Folder
BUSINESS,"10,000,000+",Free,Everyone,2017,5,30,1,2,False,False,False,22,False,False,Not Holiday,3.0,False,False,Tiny Scanner - PDF Scanner App
BUSINESS,"100,000+",Paid,Everyone,2018,3,25,6,1,True,False,False,12,False,False,Not Holiday,4.0,False,False,TurboScan: scan documents and receipts in PDF
BUSINESS,"100,000+",Paid,Everyone,2017,4,11,1,2,False,False,False,15,False,False,Not Holiday,3.0,False,False,Tiny Scanner Pro: PDF Doc Scan
BUSINESS,"50,000+",Free,Everyone,2018,6,15,4,2,False,False,False,24,False,False,Not Holiday,4.1,False,False,Zenefits
BUSINESS,"100,000+",Free,Everyone,2018,4,18,2,2,False,False,False,16,False,False,Not Holiday,4.2,False,False,FreshBooks Classic
BUSINESS,"100,000+",Free,Everyone,2018,7,12,3,3,False,False,False,28,False,False,Not Holiday,5.0,False,False,Insightly CRM
BUSINESS,"1,000,000+",Free,Everyone,2018,7,13,4,3,False,False,False,28,False,False,Not Holiday,4.1,False,False,QuickBooks Accounting: Invoicing & Expenses
BUSINESS,"500,000+",Free,Everyone,2018,7,25,2,3,False,False,False,30,False,False,Not Holiday,5.0,False,False,"MailChimp - Email, Marketing Automation"
BUSINESS,"500,000+",Free,Everyone,2018,7,20,4,3,False,False,False,29,False,False,Not Holiday,4.0,False,False,Crew - Free Messaging and Scheduling
BUSINESS,"1,000,000+",Free,Everyone,2018,7,26,3,3,False,False,False,30,False,False,Not Holiday,5.0,False,False,Asana: organize team projects
BUSINESS,"1,000,000+",Free,Everyone,2018,2,13,1,1,False,False,False,7,False,False,Not Holiday,4.4,False,False,Google Analytics
BUSINESS,"100,000+",Free,Everyone,2018,8,2,3,3,False,False,False,31,False,False,Not Holiday,4.1,False,False,Accounting App - Zoho Books
BUSINESS,"100,000+",Free,Everyone,2018,8,2,3,3,False,False,False,31,False,False,Not Holiday,4.1,False,False,Invoice & Time Tracking - Zoho
BUSINESS,"1,000,000+",Free,Everyone,2018,8,1,2,3,False,True,False,31,False,False,Not Holiday,4.1,False,False,Invoice 2go — Professional Invoices and Estimates
BUSINESS,"10,000,000+",Free,Everyone,2018,7,20,4,3,False,False,False,29,False,False,Not Holiday,4.3,False,False,Cisco Webex Meetings
BUSINESS,"100,000+",Free,Everyone,2018,3,22,3,1,False,False,False,12,False,False,Not Holiday,5.0,False,False,ScreenMeet. Easy Phone Meeting
BUSINESS,"50,000+",Free,Everyone,2018,5,29,1,2,False,False,False,22,False,False,Not Holiday,4.0,False,False,Start Meeting
BUSINESS,"1,000,000+",Free,Everyone,2018,7,30,0,3,False,False,False,31,False,False,Not Holiday,4.0,False,False,ClickMeeting Webinars
BUSINESS,"500,000+",Free,Everyone,2018,6,29,4,2,False,False,False,26,False,False,Not Holiday,5.0,False,False,BlueJeans for Android
BUSINESS,"500,000+",Free,Everyone,2018,7,3,1,3,False,False,False,27,False,False,Not Holiday,4.1,False,False,HipChat - Chat Built for Teams
BUSINESS,"1,000,000+",Free,Everyone,2018,7,31,1,3,False,False,True,31,False,False,Not Holiday,4.0,False,False,AdWords Express
BUSINESS,"10,000,000+",Free,Everyone,2018,7,11,2,3,False,False,False,28,False,False,Not Holiday,4.1,False,False,Fast Scanner : Free PDF Scan
BUSINESS,"1,000,000+",Free,Everyone,2018,8,2,3,3,False,False,False,31,False,False,Not Holiday,4.1,False,False,Mobile Doc Scanner (MDScan) Lite
BUSINESS,"10,000+",Free,Everyone,2018,7,25,2,3,False,False,False,30,False,False,Not Holiday,5.0,False,False,Verify - Receipts & Expenses
COMICS,"500,000+",Free,Adults only 18+,2018,7,4,2,3,False,False,False,27,False,True,Independence Day,4.1,False,False,Manga Master - Best manga & comic reader
COMICS,"1,000,000+",Free,Teen,2018,7,23,0,3,False,False,False,30,False,False,Not Holiday,4.1,False,False,GANMA! - All original stories free of charge for all original comics
COMICS,"500,000+",Free,Everyone,2017,11,16,3,4,False,False,False,46,True,False,Not Holiday,4.0,False,False,Röhrich Werner Soundboard
COMICS,"50,000+",Free,Everyone,2018,8,3,4,3,False,False,False,31,False,False,Not Holiday,4.4,False,False,Unicorn Pokez - Color By Number
COMICS,"1,000,000+",Free,Teen,2018,7,9,0,3,False,False,False,28,False,False,Not Holiday,5.0,False,False,Manga Rock - Best Manga Reader
COMICS,"10,000+",Free,Teen,2018,7,3,1,3,False,False,False,27,False,False,Not Holiday,4.0,False,False,Manga - read Thai translation
COMICS,"10,000+",Free,Everyone,2017,12,27,2,4,False,False,False,52,True,False,Not Holiday,2.3,False,False,The Vietnam Story - Fun Stories
COMICS,"10,000+",Free,Everyone,2018,7,23,0,3,False,False,False,30,False,False,Not Holiday,4.0,False,False,Dragon Ball Wallpaper - Ringtones
COMICS,"10,000+",Free,Everyone 10+,2018,7,3,1,3,False,False,False,27,False,False,Not Holiday,4.2,False,False,Funny Jokes Photos
COMICS,"10,000+",Free,Everyone,2018,7,19,3,3,False,False,False,29,False,False,Not Holiday,4.0,False,False,Truyện Vui Tý Quậy
COMICS,"100,000+",Free,Teen,2018,3,5,0,1,False,False,False,10,False,False,Not Holiday,4.0,False,False,Comic Es - Shojo manga / love comics free of charge ♪ ♪
COMICS,"5,000,000+",Free,Teen,2018,7,3,1,3,False,False,False,27,False,False,Not Holiday,4.0,False,False,comico Popular Original Cartoon Updated Everyday Comico
COMICS,"1,000,000+",Free,Mature 17+,2018,7,6,4,3,False,False,False,27,False,False,Not Holiday,4.0,False,False,"漫咖 Comics - Manga,Novel and Stories"
COMICS,"100,000+",Free,Everyone,2018,5,23,2,2,False,False,False,21,False,False,Not Holiday,4.1,False,False,Emmanuella Funny Videos 2018
COMICS,"1,000,000+",Free,Teen,2018,7,19,3,3,False,False,False,29,False,False,Not Holiday,4.2,False,False,Manga Zero - Japanese cartoon and comic reader
COMICS,"1,000,000+",Free,Teen,2018,7,24,1,3,False,False,False,30,False,False,Not Holiday,4.4,False,False,Marvel Unlimited
COMICS,"1,000,000+",Free,Teen,2018,7,31,1,3,False,False,True,31,False,False,Not Holiday,4.4,False,False,"Tapas – Comics, Novels, and Stories"
COMICS,"100,000+",Free,Everyone,2017,12,18,0,4,False,False,False,51,True,False,Not Holiday,4.0,False,False,Children's cartoons (Mithu-Mina-Raju)
COMICS,"100,000+",Free,Everyone,2018,5,26,5,2,True,False,False,21,False,False,Not Holiday,4.1,False,False,Faustop Sounds
COMICS,"10,000+",Free,Teen,2018,5,24,3,2,False,False,False,21,False,False,Not Holiday,4.1,False,False,Manga Mania - Best online manga reader
COMICS,"10,000+",Free,Mature 17+,2018,7,13,4,3,False,False,False,28,False,False,Not Holiday,5.0,False,False,- Free Comics - Comic Apps
COMICS,"500,000+",Free,Everyone 10+,2018,7,31,1,3,False,False,True,31,False,False,Not Holiday,4.1,False,False,Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game
COMICS,"5,000+",Free,Everyone,2018,3,31,5,1,True,False,True,13,False,False,Not Holiday,4.0,False,False,Funny Jokes and Stories 2018
COMICS,"1,000+",Free,Everyone,2018,6,26,1,2,False,False,False,26,False,False,Not Holiday,4.0,False,False,Hojiboy Tojiboyev Life Hacks
COMICS,"50,000+",Free,Everyone,2018,8,3,4,3,False,False,False,31,False,False,Not Holiday,4.0,False,False,think Comics
COMICS,"100,000+",Free,Everyone,2018,8,2,3,3,False,False,False,31,False,False,Not Holiday,4.4,False,False,"Laftel - Watching and Announcing Snooping, Streaming"
COMMUNICATION,"10,000,000+",Free,Teen,2018,6,6,2,2,False,False,False,23,False,False,Not Holiday,4.1,False,False,Messenger for SMS
COMMUNICATION,"5,000,000+",Free,Everyone,2018,8,3,4,3,False,False,False,31,False,False,Not Holiday,4.4,False,False,My Tele2
COMMUNICATION,"5,000,000+",Free,Everyone,2018,7,4,2,3,False,False,False,27,False,True,Independence Day,4.0,False,True,Web Browser & Explorer
