app_category,reviews_count,free_paid,age_rating,year,month,day,weekday,quarter,is_weekend,is_month_start,is_month_end,week_of_year,is_holiday_season,is_holiday,holiday_name,min_base_os_version,is_wear_os,is_version_range
BOOKS_AND_REFERENCE,"1,000,000+",Free,Teen,2018,6,6,2,2,False,False,False,23,False,False,Not Holiday,4.0,False,False
BOOKS_AND_REFERENCE,"500,000+",Free,Everyone,2018,1,21,6,1,True,False,False,3,False,False,Not Holiday,4.0,False,False
BOOKS_AND_REFERENCE,"1,000,000+",Free,Teen,2018,8,1,2,3,False,True,False,31,False,False,Not Holiday,4.0,False,False
BOOKS_AND_REFERENCE,"5,000,000+",Free,Everyone,2018,5,27,6,2,True,False,False,21,False,False,Not Holiday,2.3,False,False
BOOKS_AND_REFERENCE,"100,000+",Free,Everyone,2018,7,17,1,3,False,False,False,29,False,False,Not Holiday,4.0,False,False
BOOKS_AND_REFERENCE,"10,000,000+",Free,Everyone,2018,7,11,2,3,False,False,False,28,False,False,Not Holiday,4.1,False,False
BOOKS_AND_REFERENCE,"1,000,000+",Free,Everyone,2018,7,20,4,3,False,False,False,29,False,False,Not Holiday,4.1,False,False
BOOKS_AND_REFERENCE,"1,000,000+",Free,Everyone,2018,4,27,4,2,False,False,False,17,False,False,Not Holiday,4.1,False,False
BOOKS_AND_REFERENCE,"500,000+",Free,Everyone,2018,5,17,3,2,False,False,False,20,False,False,Not Holiday,2.3,False,False
BOOKS_AND_REFERENCE,"1,000,000+",Free,Everyone,2018,6,2,5,2,True,False,False,22,False,False,Not Holiday,4.1,False,False
BOOKS_AND_REFERENCE,"5,000,000+",Free,Everyone,2018,6,25,0,2,False,False,False,26,False,False,Not Holiday,4.0,False,False
BOOKS_AND_REFERENCE,"5,000,000+",Free,Mature 17+,2018,6,29,4,2,False,False,False,26,False,False,Not Holiday,4.1,False,False
BOOKS_AND_REFERENCE,"500,000+",Free,Everyone,2017,11,23,3,4,False,False,False,47,True,True,Thanksgiving Day,4.0,False,False
BOOKS_AND_REFERENCE,"1,000,000+",Free,Everyone,2018,6,20,2,2,False,False,False,25,False,False,Not Holiday,3.0,False,False
BOOKS_AND_REFERENCE,"500,000+",Free,Everyone,2018,8,1,2,3,False,True,False,31,False,False,Not Holiday,4.0,False,False
BOOKS_AND_REFERENCE,"500,000+",Free,Mature 17+,2014,10,16,3,4,False,False,False,42,False,False,Not Holiday,2.1,False,False
BOOKS_AND_REFERENCE,"1,000,000+",Free,Everyone,2018,7,11,2,3,False,False,False,28,False,False,Not Holiday,4.4,False,False
BOOKS_AND_REFERENCE,"100,000+",Free,Everyone,2018,3,31,5,1,True,False,True,13,False,False,Not Holiday,4.0,False,False
BOOKS_AND_REFERENCE,"100,000+",Free,Everyone,2018,5,28,0,2,False,False,False,22,False,True,Memorial Day,4.0,False,False
BOOKS_AND_REFERENCE,"500,000+",Free,Everyone,2018,6,16,5,2,True,False,False,24,False,False,Not Holiday,3.0,False,False
BOOKS_AND_REFERENCE,"1,000,000+",Free,Everyone,2018,7,19,3,3,False,False,False,29,False,False,Not Holiday,4.2,False,False
BOOKS_AND_REFERENCE,"1,000,000+",Free,Everyone,2018,7,29,6,3,True,False,False,30,False,False,Not Holiday,4.0,False,False
BOOKS_AND_REFERENCE,"500,000+",Free,Everyone,2018,2,15,3,1,False,False,False,7,False,False,Not Holiday,2.2,False,False
BUSINESS,"1,000,000+",Free,Everyone,2018,7,19,3,3,False,False,False,29,False,False,Not Holiday,5.0,False,False
BUSINESS,"10,000,000+",Free,Everyone,2018,6,26,1,2,False,False,False,26,False,False,Not Holiday,4.1,False,False
BUSINESS,"5,000,000+",Free,Everyone,2018,7,31,1,3,False,False,True,31,False,False,Not Holiday,4.0,False,False
BUSINESS,"1,000,000+",Free,Everyone,2016,4,13,2,2,False,False,False,15,False,False,Not Holiday,1.5,False,False
BUSINESS,"5,000,000+",Free,Everyone,2018,2,8,3,1,False,False,False,6,False,False,Not Holiday,4.1,False,False
BUSINESS,"5,000,000+",Free,Everyone,2018,6,21,3,2,False,False,False,25,False,False,Not Holiday,4.0,False,False
BUSINESS,"1,000,000+",Free,Everyone,2018,7,18,2,3,False,False,False,29,False,False,Not Holiday,4.1,False,False
BUSINESS,"1,000,000+",Free,Everyone,2018,7,10,1,3,False,False,False,28,False,False,Not Holiday,4.1,False,False
BUSINESS,"10,000,000+",Free,Everyone,2018,7,20,4,3,False,False,False,29,False,False,Not Holiday,4.0,False,False
BUSINESS,"5,000,000+",Free,Everyone,2018,8,2,3,3,False,False,False,31,False,False,Not Holiday,4.0,False,False
BUSINESS,"100,000+",Free,Everyone,2018,8,1,2,3,False,True,False,31,False,False,Not Holiday,4.1,False,False
BUSINESS,"10,000,000+",Free,Everyone,2018,7,4,2,3,False,False,False,27,False,True,Independence Day,4.2,False,False
BUSINESS,"1,000,000+",Free,Everyone,2018,7,27,4,3,False,False,False,30,False,False,Not Holiday,4.0,False,False
BUSINESS,"1,000,000+",Free,Everyone,2018,3,26,0,1,False,False,False,13,False,False,Not Holiday,2.2,False,False
BUSINESS,"100,000+",Free,Everyone,2018,7,24,1,3,False,False,False,30,False,False,Not Holiday,4.0,False,False
BUSINESS,"50,000,000+",Free,Everyone,2018,1,31,2,1,False,False,True,5,False,False,Not Holiday,7.0,False,False
BUSINESS,"10,000,000+",Free,Everyone,2017,5,30,1,2,False,False,False,22,False,False,Not Holiday,3.0,False,False
BUSINESS,"100,000+",Paid,Everyone,2018,3,25,6,1,True,False,False,12,False,False,Not Holiday,4.0,False,False
BUSINESS,"100,000+",Paid,Everyone,2017,4,11,1,2,False,False,False,15,False,False,Not Holiday,3.0,False,False
BUSINESS,"50,000+",Free,Everyone,2018,6,15,4,2,False,False,False,24,False,False,Not Holiday,4.1,False,False
BUSINESS,"100,000+",Free,Everyone,2018,4,18,2,2,False,False,False,16,False,False,Not Holiday,4.2,False,False
BUSINESS,"100,000+",Free,Everyone,2018,7,12,3,3,False,False,False,28,False,False,Not Holiday,5.0,False,False
BUSINESS,"1,000,000+",Free,Everyone,2018,7,13,4,3,False,False,False,28,False,False,Not Holiday,4.1,False,False
BUSINESS,"500,000+",Free,Everyone,2018,7,25,2,3,False,False,False,30,False,False,Not Holiday,5.0,False,False
BUSINESS,"500,000+",Free,Everyone,2018,7,20,4,3,False,False,False,29,False,False,Not Holiday,4.0,False,False
BUSINESS,"1,000,000+",Free,Everyone,2018,7,26,3,3,False,False,False,30,False,False,Not Holiday,5.0,False,False
BUSINESS,"1,000,000+",Free,Everyone,2018,2,13,1,1,False,False,False,7,False,False,Not Holiday,4.4,False,False
BUSINESS,"100,000+",Free,Everyone,2018,8,2,3,3,False,False,False,31,False,False,Not Holiday,4.1,False,False
BUSINESS,"100,000+",Free,Everyone,2018,8,2,3,3,False,False,False,31,False,False,Not Holiday,4.1,False,False
BUSINESS,"1,000,000+",Free,Everyone,2018,8,1,2,3,False,True,False,31,False,False,Not Holiday,4.1,False,False
BUSINESS,"10,000,000+",Free,Everyone,2018,7,20,4,3,False,False,False,29,False,False,Not Holiday,4.3,False,False
BUSINESS,"100,000+",Free,Everyone,2018,3,22,3,1,False,False,False,12,False,False,Not Holiday,5.0,False,False
BUSINESS,"50,000+",Free,Everyone,2018,5,29,1,2,False,False,False,22,False,False,Not Holiday,4.0,False,False
BUSINESS,"1,000,000+",Free,Everyone,2018,7,30,0,3,False,False,False,31,False,False,Not Holiday,4.0,False,False
BUSINESS,"500,000+",Free,Everyone,2018,6,29,4,2,False,False,False,26,False,False,Not Holiday,5.0,False,False
BUSINESS,"500,000+",Free,Everyone,2018,7,3,1,3,False,False,False,27,False,False,Not Holiday,4.1,False,False
BUSINESS,"1,000,000+",Free,Everyone,2018,7,31,1,3,False,False,True,31,False,False,Not Holiday,4.0,False,False
BUSINESS,"10,000,000+",Free,Everyone,2018,7,11,2,3,False,False,False,28,False,False,Not Holiday,4.1,False,False
BUSINESS,"1,000,000+",Free,Everyone,2018,8,2,3,3,False,False,False,31,False,False,Not Holiday,4.1,False,False
BUSINESS,"10,000+",Free,Everyone,2018,7,25,2,3,False,False,False,30,False,False,Not Holiday,5.0,False,False
COMICS,"500,000+",Free,Adults only 18+,2018,7,4,2,3,False,False,False,27,False,True,Independence Day,4.1,False,False
COMICS,"1,000,000+",Free,Teen,2018,7,23,0,3,False,False,False,30,False,False,Not Holiday,4.1,False,False
COMICS,"500,000+",Free,Everyone,2017,11,16,3,4,False,False,False,46,True,False,Not Holiday,4.0,False,False
COMICS,"50,000+",Free,Everyone,2018,8,3,4,3,False,False,False,31,False,False,Not Holiday,4.4,False,False
COMICS,"1,000,000+",Free,Teen,2018,7,9,0,3,False,False,False,28,False,False,Not Holiday,5.0,False,False
COMICS,"10,000+",Free,Teen,2018,7,3,1,3,False,False,False,27,False,False,Not Holiday,4.0,False,False
COMICS,"10,000+",Free,Everyone,2017,12,27,2,4,False,False,False,52,True,False,Not Holiday,2.3,False,False
COMICS,"10,000+",Free,Everyone,2018,7,23,0,3,False,False,False,30,False,False,Not Holiday,4.0,False,False
COMICS,"10,000+",Free,Everyone 10+,2018,7,3,1,3,False,False,False,27,False,False,Not Holiday,4.2,False,False
COMICS,"10,000+",Free,Everyone,2018,7,19,3,3,False,False,False,29,False,False,Not Holiday,4.0,False,False
COMICS,"100,000+",Free,Teen,2018,3,5,0,1,False,False,False,10,False,False,Not Holiday,4.0,False,False
COMICS,"5,000,000+",Free,Teen,2018,7,3,1,3,False,False,False,27,False,False,Not Holiday,4.0,False,False
COMICS,"1,000,000+",Free,Mature 17+,2018,7,6,4,3,False,False,False,27,False,False,Not Holiday,4.0,False,False
COMICS,"100,000+",Free,Everyone,2018,5,23,2,2,False,False,False,21,False,False,Not Holiday,4.1,False,False
COMICS,"1,000,000+",Free,Teen,2018,7,19,3,3,False,False,False,29,False,False,Not Holiday,4.2,False,False
COMICS,"1,000,000+",Free,Teen,2018,7,24,1,3,False,False,False,30,False,False,Not Holiday,4.4,False,False
COMICS,"1,000,000+",Free,Teen,2018,7,31,1,3,False,False,True,31,False,False,Not Holiday,4.4,False,False
COMICS,"100,000+",Free,Everyone,2017,12,18,0,4,False,False,False,51,True,False,Not Holiday,4.0,False,False
COMICS,"100,000+",Free,Everyone,2018,5,26,5,2,True,False,False,21,False,False,Not Holiday,4.1,False,False
COMICS,"10,000+",Free,Teen,2018,5,24,3,2,False,False,False,21,False,False,Not Holiday,4.1,False,False
COMICS,"10,000+",Free,Mature 17+,2018,7,13,4,3,False,False,False,28,False,False,Not Holiday,5.0,False,False
COMICS,"500,000+",Free,Everyone 10+,2018,7,31,1,3,False,False,True,31,False,False,Not Holiday,4.1,False,False
COMICS,"5,000+",Free,Everyone,2018,3,31,5,1,True,False,True,13,False,False,Not Holiday,4.0,False,False
COMICS,"1,000+",Free,Everyone,2018,6,26,1,2,False,False,False,26,False,False,Not Holiday,4.0,False,False
COMICS,"50,000+",Free,Everyone,2018,8,3,4,3,False,False,False,31,False,False,Not Holiday,4.0,False,False
COMICS,"100,000+",Free,Everyone,2018,8,2,3,3,False,False,False,31,False,False,Not Holiday,4.4,False,False
COMMUNICATION,"10,000,000+",Free,Teen,2018,6,6,2,2,False,False,False,23,False,False,Not Holiday,4.1,False,False
COMMUNICATION,"5,000,000+",Free,Everyone,2018,8,3,4,3,False,False,False,31,False,False,Not Holiday,4.4,False,False
COMMUNICATION,"5,000,000+",Free,Everyone,2018,7,4,2,3,False,False,False,27,False,True,Independence Day,4.0,False,True
COMMUNICATION,"10,000,000+",Free,Everyone,2018,6,19,1,2,False,False,False,25,False,False,Not Holiday,4.0,False,True
COMMUNICATION,"10,000,000+",Free,Everyone,2018,7,2,0,3,False,False,False,27,False,False,Not Holiday,4.1,False,False
COMMUNICATION,"1,000,000+",Free,Everyone,2018,7,11,2,3,False,False,False,28,False,False,Not Holiday,4.1,False,False
COMMUNICATION,"5,000,000+",Free,Everyone,2018,7,31,1,3,False,False,True,31,False,False,Not Holiday,4.0,False,False
COMMUNICATION,"1,000,000+",Free,Everyone,2018,6,25,0,2,False,False,False,26,False,False,Not Holiday,5.0,False,False
COMMUNICATION,"100,000+",Free,Everyone,2018,7,16,0,3,False,False,False,29,False,False,Not Holiday,4.1,False,False
COMMUNICATION,"10,000,000+",Free,Teen,2016,11,4,4,4,False,False,False,44,True,False,Not Holiday,4.0,False,False
COMMUNICATION,"500,000,000+",Free,Teen,2018,8,2,3,3,False,False,False,31,False,False,Not Holiday,4.0,False,False
COMMUNICATION,"10,000,000+",Free,Everyone,2018,7,18,2,3,False,False,False,29,False,False,Not Holiday,4.2,False,False
COMMUNICATION,"5,000,000+",Free,Everyone,2018,4,19,3,2,False,False,False,16,False,False,Not Holiday,4.0,False,False
COMMUNICATION,"100,000,000+",Free,Everyone,2018,8,1,2,3,False,True,False,31,False,False,Not Holiday,4.0,False,False
COMMUNICATION,"10,000,000+",Free,Everyone,2018,7,26,3,3,False,False,False,30,False,False,Not Holiday,2.3,False,False
COMMUNICATION,"1,000,000+",Free,Everyone,2018,8,3,4,3,False,False,False,31,False,False,Not Holiday,4.0,False,False
COMMUNICATION,"1,000,000+",Free,Everyone,2017,8,27,6,3,True,False,False,34,False,False,Not Holiday,2.3,False,False
COMMUNICATION,"1,000,000+",Free,Everyone,2018,3,20,1,1,False,False,False,12,False,False,Not Holiday,4.0,False,False
COMMUNICATION,"500,000+",Free,Everyone,2017,7,10,0,3,False,False,False,28,False,False,Not Holiday,4.0,False,False
COMMUNICATION,"500,000+",Free,Everyone,2015,2,2,0,1,False,False,False,6,False,False,Not Holiday,3.0,False,False
COMMUNICATION,"10,000,000+",Free,Everyone,2017,3,5,6,1,True,False,False,9,False,False,Not Holiday,2.1,False,False
COMMUNICATION,"1,000,000+",Free,Everyone,2018,4,18,2,2,False,False,False,16,False,False,Not Holiday,4.0,False,False
COMMUNICATION,"1,000,000+",Free,Everyone,2018,1,5,4,1,False,False,False,1,False,False,Not Holiday,4.0,False,False
COMMUNICATION,"5,000,000+",Free,Everyone,2018,5,15,1,2,False,False,False,20,False,False,Not Holiday,4.0,False,False
COMMUNICATION,"10,000,000+",Free,Mature 17+,2018,7,25,2,3,False,False,False,30,False,False,Not Holiday,5.0,False,False
COMMUNICATION,"1,000,000+",Free,Everyone,2018,7,26,3,3,False,False,False,30,False,False,Not Holiday,4.0,False,False
COMMUNICATION,"10,000,000+",Free,Mature 17+,2018,7,13,4,3,False,False,False,28,False,False,Not Holiday,5.0,False,False
COMMUNICATION,"1,000,000+",Free,Everyone,2018,7,26,3,3,False,False,False,30,False,False,Not Holiday,4.0,False,False
COMMUNICATION,"1,000,000+",Free,Everyone,2017,12,4,0,4,False,False,False,49,True,False,Not Holiday,2.1,False,False
COMMUNICATION,"5,000,000+",Free,Everyone,2018,7,5,3,3,False,False,False,27,False,False,Not Holiday,4.1,False,False
COMMUNICATION,"1,000,000+",Free,Everyone,2018,1,24,2,1,False,False,False,4,False,False,Not Holiday,4.0,False,False
COMMUNICATION,"5,000,000+",Free,Everyone,2018,7,26,3,3,False,False,False,30,False,False,Not Holiday,4.1,False,False
COMMUNICATION,"1,000,000+",Free,Everyone,2016,6,7,1,2,False,False,False,23,False,False,Not Holiday,2.3,False,False
COMMUNICATION,"5,000,000+",Free,Everyone,2018,1,6,5,1,True,False,False,1,False,False,Not Holiday,4.0,False,False
COMMUNICATION,"1,000,000+",Free,Everyone,2018,8,1,2,3,False,True,False,31,False,False,Not Holiday,4.1,False,False
COMMUNICATION,"1,000,000+",Free,Everyone,2018,4,3,1,2,False,False,False,14,False,False,Not Holiday,4.1,False,False
COMMUNICATION,"1,000,000+",Free,Everyone,2018,7,19,3,3,False,False,False,29,False,False,Not Holiday,5.0,False,False
COMMUNICATION,"10,000,000+",Free,Everyone,2014,7,6,6,3,True,False,False,27,False,False,Not Holiday,2.0,False,False
COMMUNICATION,"10,000+",Free,Everyone,2017,4,11,1,2,False,False,False,15,False,False,Not Holiday,2.2,False,False
COMMUNICATION,"1,000,000+",Free,Everyone,2016,9,28,2,3,False,False,False,39,False,False,Not Holiday,2.3,False,False
COMMUNICATION,"5,000,000+",Free,Everyone,2018,8,4,5,3,True,False,False,31,False,False,Not Holiday,4.0,False,False
DATING,100+,Paid,Mature 17+,2017,1,21,5,1,True,False,False,3,False,False,Not Holiday,4.0,False,False
DATING,"500,000+",Free,Mature 17+,2018,8,3,4,3,False,False,False,31,False,False,Not Holiday,5.0,False,False
DATING,"1,000,000+",Free,Mature 17+,2018,8,1,2,3,False,True,False,31,False,False,Not Holiday,4.4,False,False
DATING,"5,000,000+",Free,Mature 17+,2018,7,30,0,3,False,False,False,31,False,False,Not Holiday,4.1,False,False
DATING,"5,000,000+",Free,Mature 17+,2018,8,4,5,3,True,False,False,31,False,False,Not Holiday,4.0,False,False
