app_category,free_paid,age_rating,quarter,is_wear_os,is_version_range,app_name,year_group,holiday_group,reviews_group,weekday,min_base_os_version,Y,log_size,log_downloads,log_price_paid_only,log_reviews_count
ART_AND_DESIGN,Free,Everyone,3,False,False,FlipaClip - Cartoon animation,Recent,Mid Rating Holiday,High,4,4.0,4.3,12.17673136962806,17.479072229734946,0.0,15.424948670398354
ART_AND_DESIGN,Free,Everyone,2,False,False,Logo Maker - Small Business,Recent,Mid Rating Holiday,Mid,4,4.1,4.0,6.111467339502679,16.454567959008102,0.0,11.51293546492023
ART_AND_DESIGN,Free,Everyone,1,False,False,Boys Photo Editor - Six Pack & Men's Suit,Recent,Mid Rating Holiday,Mid,1,4.0,4.1,6.484635235635252,16.300417291085605,0.0,11.51293546492023
ART_AND_DESIGN,Free,Everyone 10+,3,False,False,Superheroes Wallpapers | 4K Backgrounds,Recent,Mid Rating Holiday,Mid,3,4.0,4.7,8.948975607841776,15.250595321348806,0.0,13.122365377402328
ART_AND_DESIGN,Free,Everyone,2,False,False,Harley Quinn wallpapers HD,Recent,Mid Rating Holiday,Low-Mid,2,3.0,4.8,5.262690188904886,15.607270193858982,0.0,9.210440366976517
ART_AND_DESIGN,Free,Everyone,4,False,False,Colorfit - Drawing & Coloring,Recent,Mid Rating Holiday,Mid,2,4.0,4.7,9.91645313492615,17.034386422832473,0.0,13.122365377402328
ART_AND_DESIGN,Free,Everyone,1,False,False,Animated Photo Editor,Recent,Mid Rating Holiday,Mid,2,4.0,4.1,5.318119993844216,15.623799493077952,0.0,11.51293546492023
ART_AND_DESIGN,Free,Everyone,3,False,False,Pencil Sketch Drawing,Recent,Mid Rating Holiday,Low-Mid,3,2.3,3.9,4.919980925828125,15.341567078850604,0.0,9.210440366976517
ART_AND_DESIGN,Free,Everyone,3,False,False,Easy Realistic Drawing Tutorial,Recent,Mid Rating Holiday,Mid,1,2.3,4.1,5.4116460518550396,15.250595321348806,0.0,11.51293546492023
ART_AND_DESIGN,Free,Everyone,3,False,False,Pink Silver Bow Keyboard Theme,Recent,Mid Rating Holiday,Mid,3,4.0,4.2,7.02197642307216,16.034714150714915,0.0,11.51293546492023
ART_AND_DESIGN,Free,Everyone,1,False,False,Easy Origami Ideas,Recent,Mid Rating Holiday,Mid,5,4.1,4.2,6.923628628138427,16.213405921671733,0.0,11.51293546492023
ART_AND_DESIGN,Free,Everyone,3,False,False,How to draw Ladybug and Cat Noir,Recent,Mid Rating Holiday,Mid,2,4.1,3.8,6.336825731146441,16.034714150714915,0.0,11.51293546492023
ART_AND_DESIGN,Free,Everyone,1,False,False,How To Color Disney Princess - Coloring Pages,Recent,Mid Rating Holiday,Mid,5,4.0,4.0,6.3835066348840055,16.056220353623207,0.0,13.122365377402328
ART_AND_DESIGN,Free,Everyone,2,False,False,Sad Poetry Photo Frames 2018,Recent,Mid Rating Holiday,Mid,0,4.0,4.5,5.176149732573829,16.118095750958314,0.0,11.51293546492023
ART_AND_DESIGN,Free,Everyone,2,False,False,Paint Splash!,Recent,Mid Rating Holiday,Mid,6,4.1,3.8,7.699389406256737,13.997832948091215,0.0,11.51293546492023
ART_AND_DESIGN,Free,Everyone,1,False,False,Popsicle Sticks and Similar DIY Craft Ideas,Recent,Mid Rating Holiday,Low-Mid,2,4.1,4.2,3.295836866004329,16.300417291085605,0.0,9.210440366976517
ART_AND_DESIGN,Free,Everyone,3,False,False,"Canva: Poster, banner, card maker & graphic design",Recent,Mid Rating Holiday,High,1,4.1,4.7,12.069863384901188,16.993564429978885,0.0,16.118095750958314
ART_AND_DESIGN,Free,Everyone,4,False,False,Install images with music to make video without Net - 2018,Recent,Mid Rating Holiday,Mid,1,4.1,4.6,6.976348070447749,17.073607134447293,0.0,11.51293546492023
AUTO_AND_VEHICLES,Free,Everyone,2,False,False,Monster Truck Stunt 3D 2019,Recent,Mid Rating Holiday,Mid,3,4.0,4.2,5.908082938168931,17.034386422832473,0.0,11.51293546492023
AUTO_AND_VEHICLES,Free,Everyone,3,False,False,Real Tractor Farming,Recent,Mid Rating Holiday,High,3,4.1,4.0,7.377133712833954,17.840862266556567,0.0,13.815511557963774
AUTO_AND_VEHICLES,Free,Everyone,3,False,False,American Muscle Car Race,Recent,Mid Rating Holiday,Mid,3,4.1,3.9,4.867534450455582,17.370858648025116,0.0,11.51293546492023
AUTO_AND_VEHICLES,Free,Everyone,3,False,False,Offroad Oil Tanker Driver Transport Truck 2019,Recent,Mid Rating Holiday,Mid,1,4.1,4.3,6.297109319933935,17.312018149733785,0.0,11.51293546492023
AUTO_AND_VEHICLES,Free,Everyone,3,False,False,Tickets SDA 2018 and Exam from the State Traffic Safety Inspectorate with Drom.ru,Recent,Mid Rating Holiday,Mid,2,4.0,4.9,9.257223957875032,17.312018149733785,0.0,11.51293546492023
AUTO_AND_VEHICLES,Free,Everyone,3,False,False,Gas Prices (Germany only),Recent,Mid Rating Holiday,Low-Mid,6,4.4,4.4,6.692083742506628,15.53827733427679,0.0,10.819798284210286
AUTO_AND_VEHICLES,Free,Everyone,3,False,False,Extreme Rally Championship,Recent,Mid Rating Holiday,Mid,3,4.1,4.2,4.867534450455582,17.804494623047066,0.0,11.51293546492023
AUTO_AND_VEHICLES,Free,Everyone,3,False,False,Restart Navigator,Middle,Mid Rating Holiday,Mid,1,2.2,4.0,7.247080584585756,12.211065162153215,0.0,11.51293546492023
AUTO_AND_VEHICLES,Free,Everyone,3,False,False,CityBus Lviv,Recent,Mid Rating Holiday,Low-Mid,6,4.0,4.6,6.282266746896006,15.555976908243359,0.0,9.210440366976517
AUTO_AND_VEHICLES,Free,Everyone,3,False,False,CDL Practice Test 2018 Edition,Recent,Mid Rating Holiday,Mid,1,4.2,4.9,8.958668737047434,16.648723960844016,0.0,11.51293546492023
AUTO_AND_VEHICLES,Free,Everyone,3,False,False,"ezETC (ETC balance inquiry, meter trial, real-time traffic)",Recent,Mid Rating Holiday,High,5,4.1,4.3,10.56738613273695,15.967272877502799,0.0,13.815511557963774
AUTO_AND_VEHICLES,Free,Everyone,2,False,False,Free VIN Report for Used Cars,Recent,Mid Rating Holiday,Mid,1,4.0,4.6,7.796469243086058,14.690979711984754,0.0,11.51293546492023
AUTO_AND_VEHICLES,Free,Everyone,3,False,False,DMV Permit Practice Test 2018 Edition,Recent,Mid Rating Holiday,Mid,1,4.2,4.9,8.714567550836485,17.11134746100564,0.0,11.51293546492023
AUTO_AND_VEHICLES,Free,Everyone,3,False,False,Check Vehicle Tax,Recent,Mid Rating Holiday,Low-Mid,0,4.4,3.9,5.69035945432406,14.80876270134486,0.0,9.210440366976517
AUTO_AND_VEHICLES,Free,Everyone,3,False,False,Used cars for sale - Trovit,Recent,Mid Rating Holiday,High,0,4.0,4.2,10.86915875050772,15.76142084987672,0.0,15.424948670398354
AUTO_AND_VEHICLES,Free,Everyone,3,False,False,"Fines of the State Traffic Safety Inspectorate are official: inspection, payment of fines",Recent,Mid Rating Holiday,High,3,4.0,4.8,11.669818096495485,17.370858648025116,0.0,15.424948670398354
AUTO_AND_VEHICLES,Free,Everyone,3,False,False,SK Enca Direct Malls - Used Cars Search,Recent,Mid Rating Holiday,Mid,3,4.2,3.6,7.22983877815125,16.588099342704055,0.0,13.122365377402328
AUTO_AND_VEHICLES,Free,Teen,3,False,False,"Android Auto - Maps, Media, Messaging & Voice",Recent,Mid Rating Holiday,High,2,5.0,4.2,12.513266861915456,16.588099342704055,0.0,16.118095750958314
AUTO_AND_VEHICLES,Free,Everyone,2,False,False,Super Cars Wallpapers And Backgrounds,Recent,Mid Rating Holiday,Low-Mid,3,4.0,4.6,5.288267030694535,15.039286283703994,0.0,10.819798284210286
AUTO_AND_VEHICLES,Free,Everyone,2,False,False,"Police Lights, Sirens & Follow Me",Recent,Mid Rating Holiday,Mid,4,4.1,4.5,6.6039438246004725,16.001561947061912,0.0,11.51293546492023
AUTO_AND_VEHICLES,Free,Everyone,1,False,False,Best Car Wallpapers,Recent,Mid Rating Holiday,Mid,1,4.1,4.5,6.902742737158593,14.88022163978423,0.0,11.51293546492023
AUTO_AND_VEHICLES,Free,Everyone,3,False,False,Tickets + PDA 2018 Exam,Recent,Mid Rating Holiday,High,6,4.1,4.9,12.191654197491792,17.453096744006448,0.0,13.815511557963774
AUTO_AND_VEHICLES,Free,Everyone,3,False,False,Pick Your Part Garage,Recent,Mid Rating Holiday,Low-Mid,1,6.0,3.9,4.962844630259907,17.281246492014,0.0,10.819798284210286
AUTO_AND_VEHICLES,Free,Everyone,3,False,False,Speed Camera Detector - Traffic & Speed Alert,Recent,Mid Rating Holiday,Mid,0,4.0,4.3,4.9344739331306915,15.501909696719672,0.0,11.51293546492023
AUTO_AND_VEHICLES,Free,Everyone,3,False,False,Used car search Goo net whole car Go to net,Recent,Mid Rating Holiday,High,0,4.4,3.7,8.596928159435091,16.705882371415992,0.0,13.815511557963774
AUTO_AND_VEHICLES,Free,Everyone,3,False,False,BEST CAR SOUNDS,Recent,Mid Rating Holiday,Mid,6,2.3,4.3,5.855071922202427,17.453096744006448,0.0,11.51293546492023
AUTO_AND_VEHICLES,Free,Everyone,2,False,False,RST - Sale of cars on the PCT,Recent,Mid Rating Holiday,Mid,4,4.0,3.2,5.5254529391317835,13.910821646859095,0.0,11.51293546492023
AUTO_AND_VEHICLES,Free,Everyone,2,False,False,SMS Park,Recent,Mid Rating Holiday,Mid,2,4.1,4.5,8.193676665955241,15.882373444019521,0.0,11.51293546492023
AUTO_AND_VEHICLES,Free,Everyone,3,False,False,SKencar,Recent,Mid Rating Holiday,High,1,4.0,3.7,8.47782846789396,17.370858648025116,0.0,13.815511557963774
AUTO_AND_VEHICLES,Free,Everyone,2,False,False,All of the parking lot - National Park application (parking lot search / parking sharing / discount payment),Recent,Mid Rating Holiday,Mid,5,4.0,4.0,7.470224135899966,16.454567959008102,0.0,13.122365377402328
BEAUTY,Free,Everyone,3,False,False,Hush - Beauty for Everyone,Recent,Mid Rating Holiday,Mid,3,5.0,4.7,9.846970109700957,16.648723960844016,0.0,13.122365377402328
BEAUTY,Free,Everyone,4,False,False,"ipsy: Makeup, Beauty, and Tips",Recent,Mid Rating Holiday,High,3,4.1,4.9,10.815589523788828,16.454567959008102,0.0,13.815511557963774
BEAUTY,Free,Everyone,3,False,False,"BestCam Selfie-selfie, beauty camera, photo editor",Recent,Mid Rating Holiday,Mid,3,4.0,3.9,7.461640392208575,16.860033043306743,0.0,13.122365377402328
BEAUTY,Free,Everyone,1,False,False,Beauty Selfie Camera,Recent,Mid Rating Holiday,Mid,2,4.1,4.2,7.70796153183549,17.76675429577647,0.0,13.122365377402328
BEAUTY,Free,Everyone,2,False,False,Filters for Selfie,Recent,Mid Rating Holiday,High,3,4.0,4.3,9.056373008678756,17.034386422832473,0.0,13.815511557963774
BEAUTY,Free,Everyone,2,False,False,Tie - Always be happy,Recent,Mid Rating Holiday,Low-Mid,3,4.2,4.7,6.872128101338986,16.012735246411598,0.0,10.819798284210286
BEAUTY,Free,Everyone,2,False,False,Sweet Selfie Beauty Camera,Recent,Mid Rating Holiday,Mid,5,4.0,4.3,6.400257445308821,17.370858648025116,0.0,11.51293546492023
BEAUTY,Free,Everyone,3,False,False,Colors of white in Urdu,Recent,Mid Rating Holiday,Low-Mid,3,4.0,4.5,3.6109179126442243,15.717618233614914,0.0,9.210440366976517
BEAUTY,Free,Everyone,2,False,False,Eyes Makeup Beauty Tips,Recent,Mid Rating Holiday,Low-Mid,0,4.0,4.2,3.4339872044851463,14.88022163978423,0.0,9.210440366976517
BEAUTY,Free,Everyone,1,False,False,Photo Editor 2018,Recent,Mid Rating Holiday,Low-Mid,3,4.0,4.5,4.90527477843843,16.648723960844016,0.0,9.210440366976517
BEAUTY,Free,Everyone,2,False,False,Step By Step Eyes Makeup Tutorial,Recent,Mid Rating Holiday,Low-Mid,3,4.0,4.4,4.31748811353631,14.88022163978423,0.0,9.210440366976517
BEAUTY,Free,Everyone,4,False,False,Mirror Camera (Mirror + Selfie Camera),Recent,Mid Rating Holiday,High,1,4.0,4.1,9.139488631004232,14.77102238760702,0.0,13.815511557963774
BEAUTY,Free,Everyone,3,False,False,"Sephora: Skin Care, Beauty Makeup & Fragrance Shop",Recent,Mid Rating Holiday,High,1,5.0,4.5,10.197462284610928,17.858561843342684,0.0,13.815511557963774
BEAUTY,Free,Everyone,3,False,False,"Sticker Camera - Selfie Filters, Beauty Camera",Recent,Mid Rating Holiday,Mid,3,4.0,3.9,7.731053144007127,16.906553056777135,0.0,13.122365377402328
BEAUTY,Free,Everyone,2,False,False,Filters for B Live,Recent,Mid Rating Holiday,Mid,0,4.0,4.4,7.732369222284388,16.993564429978885,0.0,13.122365377402328
BEAUTY,Free,Everyone,3,False,False,Facial Wrinkle Reduction,Recent,Mid Rating Holiday,Low-Mid,0,4.1,4.6,5.220355825078324,16.860033043306743,0.0,9.210440366976517
BEAUTY,Free,Everyone,2,False,False,Makeup Videos,Recent,Mid Rating Holiday,Low-Mid,3,4.0,3.8,2.302585092994046,15.039286283703994,0.0,8.517393171418904
BEAUTY,Free,Everyone,2,False,False,Discover Color,Recent,Mid Rating Holiday,Mid,3,4.0,4.0,5.8998973535824915,15.671808704579888,0.0,11.51293546492023
BEAUTY,Free,Everyone,2,False,False,Eyeliner step by step 2018,Recent,Mid Rating Holiday,Low-Mid,4,4.0,4.3,2.9444389791664403,14.978661680269907,0.0,8.517393171418904
BEAUTY,Free,Mature 17+,1,False,False,Dresses Ideas & Fashions +3000,Recent,Mid Rating Holiday,Mid,2,1.6,4.5,6.161207321695077,15.919644712234481,0.0,11.51293546492023
BEAUTY,Free,Everyone,2,False,False,Step By Step Hairstyles For Women,Recent,Mid Rating Holiday,Low-Mid,3,4.0,4.1,4.204692619390966,14.88022163978423,0.0,9.210440366976517
BEAUTY,Free,Everyone,3,False,False,Rainbow Camera,Recent,Mid Rating Holiday,High,0,4.0,3.7,8.261526448396468,16.951004817371683,0.0,13.815511557963774
BEAUTY,Free,Everyone,3,False,False,Methods of teeth whitening,Recent,Mid Rating Holiday,Low-Mid,0,4.0,4.7,5.552959584921617,15.341567078850604,0.0,10.819798284210286
BOOKS_AND_REFERENCE,Free,Everyone,3,False,False,E-Book Read - Read Book for free,Recent,Mid Rating Holiday,Low-Mid,4,4.4,4.5,7.527255919373784,15.404745967162468,0.0,10.819798284210286
BOOKS_AND_REFERENCE,Free,Everyone 10+,3,False,False,Download free book with green book,Recent,Mid Rating Holiday,Mid,0,4.0,4.6,8.4071550862073,16.066802461833923,0.0,11.51293546492023
BOOKS_AND_REFERENCE,Free,Everyone,1,False,False,Free Panda Radio Music,Recent,Mid Rating Holiday,Mid,1,4.1,4.5,6.037870919922137,15.250595321348806,0.0,11.51293546492023
BOOKS_AND_REFERENCE,Free,Teen,2,False,False,Book store,Recent,Mid Rating Holiday,High,2,4.0,4.4,10.020692643436833,15.501909696719672,0.0,13.815511557963774
BOOKS_AND_REFERENCE,Free,Everyone,1,False,False,English Grammar Complete Handbook,Recent,Mid Rating Holiday,Mid,6,4.0,4.6,7.269616749608169,14.845130332288226,0.0,13.122365377402328
BOOKS_AND_REFERENCE,Free,Teen,3,False,False,Free Books - Spirit Fanfiction and Stories,Recent,Mid Rating Holiday,High,2,4.0,4.8,11.665715219158145,15.424948670398354,0.0,13.815511557963774
BOOKS_AND_REFERENCE,Free,Everyone,2,False,False,AlReader -any text book reader,Recent,Mid Rating Holiday,High,6,2.3,4.6,11.412762529570834,15.59046307836746,0.0,15.424948670398354
BOOKS_AND_REFERENCE,Free,Everyone,3,False,False,Offline English Dictionary,Recent,Mid Rating Holiday,Mid,1,4.0,4.2,6.7580945044277305,16.380459992348886,0.0,11.51293546492023
BOOKS_AND_REFERENCE,Free,Everyone,3,False,False,Oxford Dictionary of English : Free,Recent,Mid Rating Holiday,High,2,4.1,4.1,12.80473055924453,15.775605482856605,0.0,16.118095750958314
BOOKS_AND_REFERENCE,Free,Everyone,3,False,False,FamilySearch Tree,Recent,Mid Rating Holiday,High,4,4.1,4.3,9.770356079932933,16.648723960844016,0.0,13.815511557963774
BOOKS_AND_REFERENCE,Free,Everyone,2,False,False,Cloud of Books,Recent,Mid Rating Holiday,High,4,4.1,3.3,7.529943370601589,16.759949589762293,0.0,13.815511557963774
BOOKS_AND_REFERENCE,Free,Everyone,2,False,False,Recipes of Prophetic Medicine for free,Recent,Mid Rating Holiday,Mid,3,2.3,4.6,7.642524134232902,15.717618233614914,0.0,13.122365377402328
BOOKS_AND_REFERENCE,Free,Everyone,2,False,False,ReadEra – free ebook reader,Recent,Mid Rating Holiday,High,5,4.1,4.8,10.764350137500665,16.860033043306743,0.0,13.815511557963774
BOOKS_AND_REFERENCE,Free,Everyone,2,False,False,Ebook Reader,Recent,Mid Rating Holiday,High,0,4.0,4.1,11.360275325435733,17.426428497635523,0.0,15.424948670398354
BOOKS_AND_REFERENCE,Free,Mature 17+,2,False,False,Read books online,Recent,Mid Rating Holiday,High,4,4.1,4.1,11.425361207897842,16.951004817371683,0.0,15.424948670398354
BOOKS_AND_REFERENCE,Free,Everyone,4,False,False,English to Urdu Dictionary,Recent,High Rating Holiday,Mid,3,4.0,4.6,8.438366410870266,16.759949589762293,0.0,13.122365377402328
BOOKS_AND_REFERENCE,Free,Everyone,2,False,False,eBoox: book reader fb2 epub zip,Recent,Mid Rating Holiday,High,2,3.0,4.7,9.968197933904884,16.951004817371683,0.0,13.815511557963774
BOOKS_AND_REFERENCE,Free,Everyone,3,False,False,English Persian Dictionary,Recent,Mid Rating Holiday,Mid,2,4.0,4.5,10.198988974040041,18.105970012811294,0.0,13.122365377402328
BOOKS_AND_REFERENCE,Free,Mature 17+,4,False,False,Flybook,Middle,Mid Rating Holiday,Mid,3,2.1,3.9,7.483806687665835,15.404745967162468,0.0,13.122365377402328
BOOKS_AND_REFERENCE,Free,Everyone,3,False,False,All Maths Formulas,Recent,Mid Rating Holiday,High,2,4.4,4.4,7.904703913873747,15.732433317205148,0.0,13.815511557963774
BOOKS_AND_REFERENCE,Free,Everyone,1,False,False,English translation from Bengali,Recent,Mid Rating Holiday,Mid,5,4.0,4.5,6.269096283706261,14.88022163978423,0.0,11.51293546492023
BOOKS_AND_REFERENCE,Free,Everyone,2,False,False,Pdf Book Download - Read Pdf Book,Recent,High Rating Holiday,Mid,0,4.0,4.4,7.187657164114956,15.068273812173887,0.0,11.51293546492023
BOOKS_AND_REFERENCE,Free,Everyone,2,False,False,"Only 30 days in English, the guideline is guaranteed",Recent,Mid Rating Holiday,Mid,5,3.0,4.6,6.97166860472579,14.648420115681892,0.0,13.122365377402328
BOOKS_AND_REFERENCE,Free,Everyone,3,False,False,Golden Dictionary (EN-AR),Recent,Mid Rating Holiday,High,3,4.2,4.4,10.844861064777746,15.623799493077952,0.0,13.815511557963774
BOOKS_AND_REFERENCE,Free,Everyone,3,False,False,All Language Translator Free,Recent,Mid Rating Holiday,High,6,4.0,4.4,10.312479766420449,14.557448378884015,0.0,13.815511557963774
BOOKS_AND_REFERENCE,Free,Everyone,1,False,False,Azpen eReader,Recent,Mid Rating Holiday,Mid,3,2.2,3.5,5.056245805348308,17.553180200057167,0.0,13.122365377402328
BUSINESS,Free,Everyone,3,False,False,Job Search by ZipRecruiter,Recent,Mid Rating Holiday,High,3,5.0,4.8,11.911339103131624,17.034386422832473,0.0,13.815511557963774
BUSINESS,Free,Everyone,2,False,False,Google Primer,Recent,Mid Rating Holiday,High,1,4.1,4.4,11.039283223998446,16.705882371415992,0.0,16.118095750958314
BUSINESS,Free,Everyone,3,False,False,Alba Heaven - Alvarez Job Portal Services,Recent,Mid Rating Holiday,High,1,4.0,4.0,9.098514556793926,16.300417291085605,0.0,15.424948670398354
BUSINESS,Free,Everyone,2,False,False,SuperLivePro,Middle,Mid Rating Holiday,High,2,1.5,4.3,10.744062867162505,16.860033043306743,0.0,13.815511557963774
BUSINESS,Free,Everyone,1,False,False,Polaris Office for LG,Recent,Mid Rating Holiday,High,3,4.1,4.2,10.336827197410273,17.822843761378564,0.0,15.424948670398354
BUSINESS,Free,Everyone,2,False,False,Call Blocker,Recent,Mid Rating Holiday,High,3,4.0,4.6,12.148665965580626,14.978661680269907,0.0,15.424948670398354
BUSINESS,Free,Everyone,3,False,False,Kariyer.net,Recent,Mid Rating Holiday,High,2,4.1,3.9,10.735635516297855,16.588099342704055,0.0,13.815511557963774
BUSINESS,Free,Everyone,3,False,False,Become a Job - Find a job or advertise,Recent,Mid Rating Holiday,High,1,4.1,4.1,8.839856232763264,16.454567959008102,0.0,13.815511557963774
BUSINESS,Free,Everyone,3,False,False,ZOOM Cloud Meetings,Recent,Mid Rating Holiday,High,4,4.0,4.4,10.361386970492713,17.426428497635523,0.0,16.118095750958314
BUSINESS,Free,Everyone,3,False,False,"IndiaMART: Search Products, Buy, Sell & Trade",Recent,Mid Rating Holiday,High,3,4.0,4.5,12.242274383082163,16.213405921671733,0.0,15.424948670398354
BUSINESS,Free,Everyone,3,False,False,ViettelPost express delivery,Recent,Mid Rating Holiday,Mid,2,4.1,4.4,7.111512116496157,17.034386422832473,0.0,11.51293546492023
BUSINESS,Free,Everyone,3,False,False,MyASUS - Service Center,Recent,High Rating Holiday,High,2,4.2,4.4,12.850129366836631,15.803385043104912,0.0,16.118095750958314
BUSINESS,Free,Everyone,3,False,False,"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room",Recent,Mid Rating Holiday,High,4,4.0,4.4,11.21667344183538,17.034386422832473,0.0,13.815511557963774
BUSINESS,Free,Everyone,1,False,False,sABN,Recent,Mid Rating Holiday,High,0,2.2,4.4,7.7354333524996886,14.220976332738882,0.0,13.815511557963774
BUSINESS,Free,Everyone,3,False,False,ATI Cargoes and Transportation,Recent,Mid Rating Holiday,Mid,1,4.0,4.7,8.333991247194975,15.830413711839864,0.0,11.51293546492023
BUSINESS,Free,Everyone,1,False,False,Secure Folder,Recent,Mid Rating Holiday,Top Tier,2,7.0,3.8,9.599743846536997,15.967272877502799,0.0,17.72753358339242
BUSINESS,Free,Everyone,2,False,False,Tiny Scanner - PDF Scanner App,Recent,Mid Rating Holiday,High,1,3.0,4.7,12.5668820308751,17.479072229734946,0.0,16.118095750958314
BUSINESS,Paid,Everyone,1,False,False,TurboScan: scan documents and receipts in PDF,Recent,Mid Rating Holiday,Mid,6,4.0,4.7,9.345133468317714,15.732433317205148,1.6094379124341003,11.51293546492023
BUSINESS,Paid,Everyone,2,False,False,Tiny Scanner Pro: PDF Doc Scan,Recent,Mid Rating Holiday,Mid,1,3.0,4.8,9.239510749275963,17.479072229734946,1.6094379124341003,11.51293546492023
BUSINESS,Free,Everyone,2,False,False,Zenefits,Recent,Mid Rating Holiday,Low-Mid,4,4.1,4.2,5.6937321388027,16.454567959008102,0.0,10.819798284210286
BUSINESS,Free,Everyone,2,False,False,FreshBooks Classic,Recent,Mid Rating Holiday,Mid,2,4.2,4.1,7.497207223203318,17.073607134447293,0.0,11.51293546492023
BUSINESS,Free,Everyone,3,False,False,Insightly CRM,Recent,Mid Rating Holiday,Mid,3,5.0,3.8,7.232733136177615,17.747336210296442,0.0,11.51293546492023
BUSINESS,Free,Everyone,3,False,False,QuickBooks Accounting: Invoicing & Expenses,Recent,Mid Rating Holiday,High,4,4.1,4.3,10.050872539449186,17.529082649058825,0.0,13.815511557963774
BUSINESS,Free,Everyone,3,False,False,"MailChimp - Email, Marketing Automation",Recent,Mid Rating Holiday,Mid,2,5.0,4.1,8.603187384583098,16.300417291085605,0.0,13.122365377402328
BUSINESS,Free,Everyone,3,False,False,Crew - Free Messaging and Scheduling,Recent,Mid Rating Holiday,Mid,4,4.0,4.6,8.333270353255308,17.6867115897055,0.0,13.122365377402328
BUSINESS,Free,Everyone,3,False,False,Asana: organize team projects,Recent,Mid Rating Holiday,High,3,5.0,4.3,9.943477200752287,16.118095750958314,0.0,13.815511557963774
BUSINESS,Free,Everyone,1,False,False,Google Analytics,Recent,Mid Rating Holiday,High,1,4.4,4.5,11.272928184083858,16.906553056777135,0.0,13.815511557963774
BUSINESS,Free,Everyone,3,False,False,Accounting App - Zoho Books,Recent,Mid Rating Holiday,Mid,3,4.1,4.5,8.03268487596762,15.955576839107596,0.0,11.51293546492023
BUSINESS,Free,Everyone,3,False,False,Invoice & Time Tracking - Zoho,Recent,Mid Rating Holiday,Mid,3,4.1,4.6,8.665785595466064,15.967272877502799,0.0,11.51293546492023
BUSINESS,Free,Everyone,3,False,False,Invoice 2go — Professional Invoices and Estimates,Recent,Mid Rating Holiday,High,2,4.1,4.2,9.70643807033756,17.147715103853763,0.0,13.815511557963774
BUSINESS,Free,Everyone,3,False,False,Cisco Webex Meetings,Recent,Mid Rating Holiday,High,4,4.3,4.4,11.596733383026633,17.147715103853763,0.0,16.118095750958314
BUSINESS,Free,Everyone,1,False,False,ScreenMeet. Easy Phone Meeting,Recent,Mid Rating Holiday,Mid,3,5.0,4.0,6.437751649736401,16.012735246411598,0.0,11.51293546492023
BUSINESS,Free,Everyone,2,False,False,Start Meeting,Recent,Mid Rating Holiday,Low-Mid,1,4.0,4.1,5.733341276897746,16.454567959008102,0.0,10.819798284210286
BUSINESS,Free,Everyone,3,False,False,ClickMeeting Webinars,Recent,Mid Rating Holiday,High,0,4.0,3.8,8.558718938244736,17.073607134447293,0.0,13.815511557963774
BUSINESS,Free,Everyone,2,False,False,BlueJeans for Android,Recent,Mid Rating Holiday,Mid,4,5.0,3.9,6.9650803456014065,16.951004817371683,0.0,13.122365377402328
